SITEID,TITLE,lng,lat,Unnamed: 4,接待未成年人,接待未成年人数,身份信息套用,非法信息套用次数
50022310000024,潼南****锋网吧,105.842848,30.172005,,0,0,0,0
50022310000025,潼南****络会所,105.84892,30.197512,,0,0,0,0
50022310000026,潼南****络会所,105.82521,30.183998,,0,0,0,0
50022310000027,潼南****络会所,105.842227,30.175342,,0,0,0,0
50022310000028,潼南****络会所,105.843484,30.174443,,0,0,0,0
50022310000029,潼南****极网吧,105.771293,30.034445,,0,0,0,0
50022310000030,潼南****星网吧,105.82521,30.183998,,0,0,0,0
50022310000031,潼南****络会所,105.82254,30.183296,,0,0,0,0
50022310000032,潼南****梦网吧,105.91886,30.253778,,0,0,0,0
50022310000033,潼南****成网吧,105.819984,30.182436,,0,0,0,0
50022310000034,潼南****辉网吧,105.82521,30.183998,,0,0,0,0
50022310000035,潼南****络会所,105.842848,30.172005,,0,0,0,0
50022310000036,潼南****鸽网吧,105.897945,29.9642,,0,0,0,0
50022310000037,潼南****休闲吧,105.753498,30.222314,,0,0,0,0
50023110000054,垫江****鑫网吧,107.467099,30.29765,,1,1,0,0
50023110000056,垫江****络会所,107.358914,30.341608,,0,0,0,0
50023110000058,垫江****飞网吧,107.429351,30.308103,,0,0,0,0
50023210000001,武隆****宇网吧,107.617293,29.399947,,0,0,0,0
50023210000002,武隆****人网吧,107.772427,29.334631,,0,0,0,0
50023210000005,武隆****宁网吧,107.765996,29.330727,,0,0,0,0
50023210000006,武隆****鑫网吧,107.764172,29.329889,,0,0,0,0
50023210000007,武隆****怡网吧,107.074279,29.837124,,0,0,0,0
50023210000008,武隆****平网吧,108.079894,30.500895,,0,0,0,0
50023210000010,武隆****皇网城,107.768358,29.327756,,0,0,0,0
50023210000011,武隆****极网吧,107.756246,29.331688,,0,0,0,0
50023210000012,武隆****东网吧,107.768038,29.331324,,0,0,0,0
50023210000013,武隆****华网吧,107.766226,29.330957,,0,0,0,0
50023210000014,武隆****光网吧,107.769796,29.332912,,0,0,0,0
50023210000015,武隆****纪网吧,107.384871,29.45768,,0,0,0,0
50023210000017,武隆****创网吧,107.885967,29.244319,,0,0,0,0
50023210000018,武隆****声网吧,108.930597,28.422531,,0,0,0,0
50023110000032,垫江****林网吧,107.361566,30.341117,,1,32,0,0
50023110000033,垫江****典网吧,107.353795,30.336245,,1,29,0,0
50023110000034,垫江****恒网吧,107.361596,30.342243,,0,0,0,0
50023110000035,垫江****语网吧,107.355626,30.336909,,1,22,1,5
50023110000036,垫江****网网吧,107.33608,30.02055,,0,0,0,0
50011710000038,重庆****奔网吧,106.274326,29.986242,,1,130,1,1
50011710000039,重庆****限网吧,106.318029,30.118708,,1,75,0,0
50011710000040,重庆****凡网吧,106.278223,29.979045,,0,0,0,0
50011710000041,重庆****迪网吧,106.081063,30.33717,,0,0,0,0
50011710000042,重庆****梦网吧,106.326247,30.187417,,1,31,0,0
50011710000043,重庆****聚网吧,106.2748,29.99487,,1,16,0,0
50011710000044,重庆****利网吧,106.247962,30.005349,,0,0,0,0
50011710000045,重庆****都网吧,106.41246,29.978868,,1,1,0,0
50011710000046,重庆****典网吧,106.41246,29.978868,,0,0,0,0
50011710000047,重庆****络会所,106.327841,30.184729,,0,0,0,0
50011710000048,重庆****窝网吧,106.082941,30.337398,,0,0,0,0
50022810000007,梁平****元网吧,107.805602,30.679043,,0,0,0,0
50022810000008,梁平****缘网吧,107.799157,30.674635,,0,0,0,0
50022810000009,梁平****雨网吧,107.803052,30.67523,,0,0,0,0
50022810000010,梁平****缘网吧,107.801866,30.682403,,0,0,0,0
50011810000079,重庆****网吧 ,105.931712,29.365664,,0,0,0,0
50011810000080,重庆****网吧),105.923009,29.364171,,0,0,0,0
50011810000081,永川****爱网吧,105.890111,29.395109,,0,0,0,0
50011810000082,重庆****网吧）,105.849134,29.405547,,0,0,0,0
50011810000083,重庆****来网吧,105.880038,29.490876,,0,0,0,0
50011810000084,永川****网城),106.460281,29.121155,,0,0,0,0
50011810000085,重庆****头网吧,105.962262,29.513967,,0,0,0,0
50011810000086,重庆****杰网吧,105.879107,29.244244,,0,0,0,0
50011810000087,重庆****河网吧,106.003467,29.316535,,0,0,0,0
50011810000088,重庆****梦网吧,105.766838,29.158975,,0,0,0,0
50011810000089,重庆****福网吧,105.911245,29.346458,,0,0,0,0
50011810000090,重庆****友网吧,105.912384,29.356204,,0,0,0,0
50011810000091,重庆****旺网吧,105.887521,29.360816,,0,0,0,0
50011810000092,重庆****源网吧,105.894742,29.057855,,0,0,0,0
50011810000093,重庆****光网吧,105.930847,29.287307,,0,0,0,0
50011810000094,重庆****豆网吧,106.023149,29.385299,,0,0,0,0
50011810000095,重庆****窗网吧,105.889426,29.396589,,0,0,0,0
50011810000096,重庆****湖网吧,105.886816,29.250532,,0,0,0,0
50011810000097,永川****颜网吧,105.899885,29.351481,,0,0,0,0
50011810000098,永川****源网吧,105.73179,29.351393,,0,0,0,0
50011710000049,重庆****亚网吧,106.328172,30.194295,,0,0,0,0
50011710000050,重庆****龙网吧,106.328172,30.194295,,0,0,1,4
50022410000032,铜梁****悦网吧,105.885162,29.846706,,0,0,0,0
50022410000033,铜梁****安网吧,106.215314,29.86824,,0,0,0,0
50022410000034,铜梁****旺网吧,105.963731,29.515192,,0,0,0,0
50022410000036,铜梁****天网吧,106.013059,29.573652,,0,0,0,0
50022410000037,嘉庆****庆网吧,106.039243,29.818323,,0,0,0,0
50022410000038,铜梁****乐网吧,106.037456,29.995689,,0,0,0,0
50022410000039,铜梁****发网吧,106.121089,29.721611,,0,0,0,0
50022410000040,铜梁****会所）,106.046465,29.867592,,0,0,0,0
50022410000041,铜梁****久网吧,106.170529,29.821211,,0,0,0,0
50022410000043,铜梁****族网吧,106.122415,29.720344,,0,0,0,0
50022410000044,铜梁****会所）,106.063025,29.842533,,0,0,0,0
50022410000045,玉霞****霞网吧,106.064126,29.850669,,0,0,0,0
50022510000002,大足****龙网吧,105.633454,29.643659,,0,0,0,0
50022510000003,大足****缘网吧,105.732995,29.708258,,0,0,0,0
50022510000004,大足****叶网吧,105.717888,29.707896,,0,0,0,0
50022510000005,大足****网吧 ,105.73412,29.704672,,0,0,0,0
50022510000006,大足****兴网吧,105.71902,29.703884,,0,0,0,0
50022510000007,大足****会所）,105.722374,29.708793,,0,0,0,0
50022510000008,大足****岛网吧,105.731679,29.706294,,0,0,0,0
50022510000010,大足****线网吧,105.815861,29.549334,,0,0,0,0
50022510000011,大足****来网吧,105.71902,29.703884,,0,0,0,0
50011810000099,重庆****水网吧,105.897665,29.078649,,0,0,0,0
50011810000101,重庆****龙网吧,105.964705,29.42035,,0,0,0,0
50011810000102,重庆****箭网吧,105.900408,29.356046,,0,0,1,2
50011810000103,重庆****恩网吧,105.934002,29.335251,,0,0,0,0
50011810000104,永川****盛网吧,105.909413,29.347715,,0,0,1,1
50011810000105,重庆****吧  ,105.899944,29.370116,,0,0,0,0
50011810000106,重庆****生网吧,105.890117,29.394195,,0,0,0,0
50011810000107,重庆****丫网吧,105.877024,29.140518,,0,0,0,0
50022810000011,梁平****松网吧,107.798712,30.67498,,0,0,0,0
50022810000012,梁平****纪网吧,107.80822,30.677964,,0,0,0,0
50022810000013,梁平****想网吧,107.794714,30.668007,,0,0,0,0
50022810000014,梁平****闲网吧,107.80822,30.677964,,0,0,0,0
50022810000015,梁平****峰网吧,107.803052,30.67523,,0,0,0,0
50022810000016,梁平****玲网吧,107.803052,30.67523,,0,0,0,0
50022810000017,梁平****红网吧,107.609084,30.640432,,0,0,0,0
50022810000018,梁平****络会所,107.803052,30.67523,,0,0,0,0
50022810000019,梁平****年网吧,107.803052,30.67523,,0,0,0,0
50022810000020,梁平****闲会所,107.789717,30.667181,,0,0,1,1
50022810000021,梁平****心网吧,107.738234,30.848027,,0,0,0,0
50022810000022,梁平****宙网吧,107.808264,30.679096,,0,0,0,0
50022810000023,梁平****者网吧,107.551064,30.816324,,0,0,0,0
50022810000024,梁平****络会所,107.802496,30.675835,,0,0,0,0
50022810000025,梁平****顺网吧,107.524883,30.744006,,0,0,0,0
50022510000012,大足****顺网吧,106.454864,29.53113,,0,0,0,0
50022510000013,大足****络会所,105.727422,29.704887,,0,0,0,0
50022510000014,大足****络会所,105.720407,29.703572,,0,0,0,0
50022510000015,大足****兴网吧,105.84101,29.637721,,0,0,1,15
50022510000016,大足****网城）,105.721068,29.701471,,0,0,1,1
50022510000017,大足****阳网吧,105.737839,29.706544,,0,0,0,0
50010310000278,重庆****沙溪店,106.536854,29.54397,,0,0,0,0
50011710000051,重庆****速网吧,106.327841,30.184729,,0,0,0,0
50011710000052,重庆****林网吧,106.328547,30.190084,,0,0,0,0
50011710000053,重庆****月网吧,106.297625,29.977854,,1,49,0,0
50011710000054,重庆****兴网吧,106.474161,30.222834,,0,0,0,0
50011710000055,重庆****友网吧,106.598787,30.081388,,0,0,0,0
50011710000056,重庆****瑞网吧,106.270818,29.980965,,0,0,1,6
50011710000058,重庆****志网吧,106.258442,30.002715,,1,44,0,0
50011710000059,重庆****笑网吧,106.277473,30.012564,,0,0,0,0
50011710000060,重庆****叶网吧,106.32737,30.186406,,1,7,0,0
50011710000061,重庆****槐网吧,106.551663,30.163854,,0,0,0,0
50022510000031,大足****艺网吧,105.933347,29.766615,,0,0,0,0
50022510000032,大足****川网吧,105.736542,29.70251,,0,0,0,0
50022510000033,大足****月网吧,105.771859,29.567287,,0,0,0,0
50022510000034,大足****络会所,105.628582,29.563282,,0,0,0,0
50010710001079,九龙****力网吧,106.496463,29.536288,,0,0,0,0
50010710001075,九龙****费点）,106.500677,29.539029,,0,0,1,1
50010710001068,九龙****力网吧,106.496777,29.525612,,0,0,1,3
50010710001064,九龙****富网吧,106.487051,29.542097,,0,0,0,0
50010710001063,九龙****会所）,106.481976,29.527505,,0,0,1,7
50010710001062,重庆****腾网吧,106.481169,29.537535,,0,0,1,6
50010710001061,九龙****网城）,106.459379,29.500514,,0,0,0,0
50010710001059,九龙****商网吧,106.462907,29.521166,,0,0,0,0
50010710001056,重庆****方网吧,106.534492,29.57252,,0,0,0,0
50010710001055,九龙****会所）,106.491764,29.537105,,0,0,1,12
50010710001054,九龙****华网吧,106.465071,29.526919,,0,0,1,2
50010710001053,九龙****会所）,106.485519,29.535578,,0,0,1,5
50010710001052,九龙****往网吧,106.483794,29.537535,,0,0,0,0
50010710001051,九龙****漠之舟,106.460413,29.521898,,0,0,0,0
50010710001050,九龙****霞网吧,106.459858,29.511667,,0,0,0,0
50010710001049,九龙****亚网吧,106.610421,29.539201,,0,0,0,0
50010710001048,九龙****会所）,106.464022,29.521942,,0,0,0,0
50010710001047,九龙****米网吧,106.496063,29.536337,,0,0,0,0
50010710001045,九龙****鸟网吧,106.5023,29.540332,,0,0,1,3
50011210000182,渝北****线网吧,106.932557,28.966596,,0,0,0,0
50022710000080,(璧****乙网吧,106.23304,29.579569,,0,0,0,0
50010710001044,九龙****情网吧,106.465019,29.52522,,0,0,1,20
50010710001043,九龙****洋网吧,106.486783,29.533659,,0,0,1,18
50010710001042,九龙****会所）,106.489204,29.535176,,0,0,0,0
50010710001041,九龙****发网吧,106.486261,29.534287,,0,0,0,0
50022510000035,大足****军网吧,105.994637,29.664606,,0,0,0,0
50022510000036,大足****神网吧,105.777956,29.559509,,0,0,0,0
50022510000037,大足****阳网吧,105.793938,29.66309,,0,0,0,0
50022510000039,大足****祥网吧,105.815861,29.549334,,0,0,0,0
50022510000040,大足****速网吧,105.735292,29.704794,,0,0,0,0
50022510000041,大足****波网吧,105.573507,29.692214,,0,0,0,0
50022510000042,大足****强网吧,105.833359,29.547911,,0,0,0,0
50022510000043,大足****说网吧,105.676212,29.769443,,0,0,0,0
50022510000044,大足****捷网吧,106.525813,29.385636,,0,0,0,0
50022510000045,大足****你网吧,105.933347,29.766615,,0,0,0,0
50022510000046,大足****廖网吧,105.763808,29.5744,,0,0,0,0
50022510000047,大足****益网吧,105.815861,29.549334,,0,0,0,0
50022510000048,大足****星网吧,105.717888,29.707896,,0,0,1,7
50022510000049,大足****络会所,105.718151,29.704128,,0,0,0,0
50022510000050,大足****络会所,108.999317,28.450123,,0,0,0,0
50011710000081,重庆****络会所,106.252064,30.004559,,0,0,1,1
50011710000083,重庆****聚网吧,106.270406,29.985431,,0,0,0,0
50011710000084,重庆****地网吧,106.318029,30.118708,,1,3,0,0
50011710000085,重庆****升网吧,106.326044,30.18819,,1,6,0,0
50011710000086,重庆****云网吧,106.27682,29.998265,,0,0,0,0
50011710000087,重庆**** 停业,106.286854,29.97687,,0,0,0,0
50011710000088,重庆****缘网吧,106.274794,29.986021,,1,5,0,0
50011710000089,重庆****道网吧,106.412034,29.97929,,0,0,1,13
50011710000090,重庆****颖网吧,106.41246,29.978868,,0,0,0,0
50010710001040,九龙****酷网吧,106.478693,29.518301,,0,0,1,1
50010710001039,九龙****潮网吧,106.499032,29.536798,,0,0,1,1
50010710001038,九龙****网吧）,106.497382,29.529628,,0,0,1,3
50010710001037,九龙****凼网吧,106.34228,29.346395,,0,0,1,3
50010710001036,九龙****乐网吧,106.492461,29.542968,,0,0,0,0
50010710001035,九龙****星网吧,106.49807,29.536265,,0,0,1,5
50010710001034,九龙****征网吧,106.471754,29.509704,,0,0,1,3
50010710001033,九龙****点网吧,106.504872,29.539819,,0,0,0,0
50010710001032,九龙****苑网吧,105.766838,29.158975,,0,0,0,0
50010710001031,九龙****会所）,106.496733,29.532064,,0,0,1,2
50010710001030,九龙****会所）,106.480831,29.526719,,0,0,0,0
50010710001029,九龙****纪网吧,106.487999,29.529987,,0,0,1,9
50010710001028,九龙****星网吧,106.493053,29.539025,,0,0,1,17
50010710001025,九龙****蛛网吧,106.482357,29.536497,,0,0,1,6
50010710001024,九龙****费点）,106.493637,29.539257,,0,0,0,0
50010710001022,九龙****会所）,106.493637,29.539257,,0,0,0,0
50010710001021,九龙****宏网吧,106.497369,29.53723,,0,0,1,5
50010710001020,九龙****客网吧,106.49131,29.533719,,0,0,1,10
50010710001018,重庆****会所）,106.492176,29.5373,,0,0,1,11
50010710001017,九龙****钻网吧,106.481714,29.536777,,0,0,1,9
50010710001016,九龙****会所）,106.491545,29.528125,,0,0,1,3
50010710001015,九龙****会所),106.48796,29.536363,,0,0,0,0
50010710001014,九龙****七网吧,106.481806,29.527453,,0,0,0,0
50010710001013,九龙****个网吧,106.471523,29.526508,,0,0,0,0
50023110000024,垫江****网吧 ,107.355626,30.336909,,0,0,0,0
50011710000091,重庆****兄网吧,106.274467,29.994497,,0,0,0,0
50011710000092,重庆****谷网吧,106.247782,30.007464,,1,7,0,0
50011710000093,重庆****溪网吧,106.328404,30.190748,,1,12,0,0
50011710000094,重庆****语网吧,106.233557,30.097993,,1,56,0,0
50011710000095,合川****溪网吧,106.269078,29.993901,,1,36,0,0
50011710000096,重庆****益网吧,105.962786,30.349728,,1,2,0,0
50011710000097,重庆****东网吧,106.57983,29.494004,,0,0,0,0
50011710000098,重庆****约网吧,106.280993,29.980781,,0,0,0,0
50011710000099,重庆****迪网吧,108.946998,28.458167,,0,0,0,0
50011710000100,重庆****林网吧,106.060155,30.104706,,0,0,0,0
50011710000101,合川****心网吧,106.277901,30.011708,,0,0,0,0
50011710000102,重庆****营网吧,106.274489,29.985697,,0,0,0,0
50011710000103,重庆****友网吧,106.060288,30.104303,,0,0,0,0
50011710000106,重庆****舟网吧,106.27624,30.011812,,0,0,0,0
50011710000107,重庆****人网吧,106.597791,30.083864,,1,38,0,0
50011710000108,重庆****游网吧,106.258442,30.002715,,0,0,0,0
50011710000109,重庆****枪网吧,106.262773,29.999455,,0,0,0,0
50022510000051,大足****络会所,105.747626,29.660709,,0,0,0,0
50022510000052,大足****鹰网吧,105.726836,29.703987,,0,0,0,0
50022510000054,大足****林网吧,105.676212,29.769443,,0,0,0,0
50022610000001,荣昌****华网吧,105.605394,29.408067,,0,0,0,0
50022610000002,荣昌****尚网吧,109.201846,28.7531,,0,0,1,2
50022610000003,荣昌****代网吧,105.602444,29.411221,,0,0,0,0
50023110000005,垫江****约网吧,107.362444,30.327608,,0,0,0,0
50015110000018,重庆****伦网吧,106.492176,29.5373,,0,0,0,0
50010710001012,九龙****生网吧,106.495795,29.540593,,0,0,0,0
50010710001011,九龙****贵网吧,106.507933,29.541665,,0,0,1,14
50010710001010,九龙****蓝网吧,106.499516,29.539232,,0,0,1,1
50010710001009,九龙****会所）,106.48428,29.531356,,0,0,1,1
50010710001008,重庆****人网吧,106.465514,29.509389,,0,0,0,0
50010710001006,九龙****会馆）,106.487808,29.534825,,0,0,0,0
50099910000777,沙区****区测试,106.471069,29.563762,,0,0,0,0
50024210000051,酉阳****络会所,106.56994,29.48113,,0,0,0,0
50024210000034,酉阳****络会所,108.773953,28.845496,,0,0,0,0
50024210000029,酉阳****强网吧,108.806808,28.905278,,0,0,0,0
50024210000024,酉阳****络会所,108.774202,28.863001,,0,0,0,0
50024210000021,酉阳****络会所,108.77348,28.862898,,0,0,0,0
50024210000017,酉阳****络会所,108.96349,28.909949,,0,0,0,0
50023210000016,武隆****游网吧,107.881586,29.397551,,0,0,0,0
50011810000144,重庆****都网吧,105.896048,29.358089,,0,0,1,4
50011110000023,重庆****士网吧,105.747459,29.4333,,0,0,0,0
50010810000021,南岸****欣网吧,106.721594,29.528227,,0,0,0,0
50022610000004,荣昌****未用）,105.599033,29.411416,,0,0,0,0
50022610000005,荣昌****地网吧,105.605394,29.408067,,0,0,0,0
50022610000006,重庆****州网城,105.603357,29.410084,,0,0,1,3
50022610000007,荣昌****纪网吧,105.60304,29.410415,,0,0,0,0
50022610000008,荣昌****聚网吧,105.611825,29.41052,,0,0,1,1
50022610000009,荣昌****业网吧,105.605394,29.408067,,0,0,1,2
50022610000010,重庆****纪网吧,106.570323,29.562039,,0,0,0,0
50022610000011,荣昌****湾网吧,105.601928,29.410549,,0,0,0,0
50022610000012,荣昌****车网吧,105.60403,29.410039,,0,0,1,1
50022610000013,荣昌****网网吧,105.607215,29.41955,,0,0,0,0
50022610000014,荣昌****辉网吧,105.605394,29.408067,,0,0,0,0
50022610000015,荣昌****浪网吧,116.560656,39.976619,,0,0,1,6
50022610000016,荣昌****闲会所,105.61159,29.410827,,0,0,1,2
50022610000017,荣昌****格网吧,105.597892,29.408036,,0,0,1,2
50022610000018,荣昌****桥网吧,105.605494,29.408158,,0,0,0,0
50022610000019,荣昌****通网吧,105.60154,29.411638,,0,0,0,0
50022610000020,荣昌****仕网吧,105.60403,29.410039,,0,0,0,0
50022610000021,荣昌****诚网吧,105.589654,29.406932,,0,0,1,5
50022610000023,荣昌****友网吧,105.590353,29.418605,,0,0,0,0
50022610000025,荣昌****盖网吧,105.609325,29.408064,,0,0,0,0
50022610000026,荣昌****兴网吧,105.605394,29.408067,,0,0,0,0
50010410000058,大渡****超网吧,106.473764,29.44613,,0,0,0,0
50011710000110,重庆****菊网吧,106.002166,30.365678,,1,4,0,0
50011710000111,重庆****龙网吧,106.522868,29.514767,,1,5,0,0
50011710000112,重庆****线网吧,106.318029,30.118708,,0,0,0,0
50011710000114,重庆****网吧）,106.271731,29.982542,,0,0,0,0
50011710000062,重庆****网吧）,106.401976,30.00916,,0,0,0,0
50011710000063,重庆****网吧）,106.263013,30.000456,,1,242,0,0
50011710000064,重庆****联网吧,106.477119,29.905204,,1,769,0,0
50011710000066,重庆****红网吧,106.474161,30.222834,,0,0,0,0
50011710000067,重庆****钐网吧,106.597901,30.084262,,0,0,0,0
50011710000068,重庆****梦网吧,106.273607,29.986038,,0,0,0,0
50022810000026,梁平****星网吧,107.802602,30.672707,,0,0,0,0
50022810000027,梁平****鸟网吧,107.804564,30.677901,,0,0,0,0
50022810000028,梁平****达网吧,107.550441,30.595127,,0,0,0,0
50022810000029,梁平****骄网吧,107.558962,30.616792,,0,0,1,1
50022810000030,梁平****度网吧,107.979709,30.658987,,0,0,0,0
50022810000031,梁平****发网吧,107.552203,30.598042,,0,0,0,0
50022810000032,梁平****龙网吧,107.807881,30.677186,,0,0,0,0
50022810000033,梁平****浪网吧,107.809233,30.674796,,0,0,0,0
50022810000034,梁平****网情深,109.885693,31.078771,,0,0,0,0
50022810000035,梁平****展网吧,107.802025,30.676389,,0,0,0,0
50022810000036,梁平****珑网吧,107.549404,30.592333,,0,0,0,0
50022810000037,梁平****游网吧,107.798904,30.674399,,0,0,0,0
50022810000038,梁平****雨网吧,107.807016,30.678648,,0,0,1,4
50022810000039,梁平****扬网吧,107.69832,30.802095,,0,0,0,0
50099910001101,测试****下网吧,106.500677,29.539029,,0,0,0,0
50024210000008,酉阳****气网吧,108.779707,28.832109,,0,0,0,0
50010710001102,九龙****费点）,106.483794,29.537535,,0,0,1,1
50010710001091,九龙****会所）,106.370595,29.434566,,0,0,0,0
50010710001088,九龙****乐部）,106.491044,29.534011,,0,0,1,37
50010710001086,九龙****会所）,106.493785,29.529976,,0,0,1,17
50010710001084,九龙****体网吧,106.517374,29.535453,,1,1,0,0
50010710001083,九龙****海网吧,106.489204,29.535176,,0,0,1,49
50010710001082,九龙****佳网吧,106.480529,29.526644,,0,0,0,0
50011710000069,重庆****田网吧,106.274923,30.007282,,1,22,0,0
50011710000070,重庆****城网吧,106.551108,29.559067,,1,23,0,0
50011710000071,重庆****动网吧,106.269569,30.00716,,0,0,0,0
50011710000073,重庆****叶网吧,106.318029,30.118708,,0,0,0,0
50011710000074,重庆****井网吧,106.36142,29.948398,,0,0,0,0
50011710000075,重庆****河网吧,106.183224,30.180402,,0,0,0,0
50011710000076,重庆****缘网吧,106.273597,29.984648,,0,0,0,0
50011710000077,重庆****鑫网吧,106.334533,30.086609,,0,0,0,0
50011710000078,重庆****坊网吧,106.248913,30.004358,,0,0,1,4
50011710000079,重庆****翼网吧,106.268534,29.998357,,0,0,0,0
50011710000080,重庆****神网吧,106.274044,29.9782,,0,0,0,0
50022510000018,大足****强网吧,105.774883,29.56958,,0,0,0,0
50022510000019,大足****会所）,105.772164,29.5669,,0,0,0,0
50022510000021,大足****才网吧,105.632391,29.643705,,0,0,0,0
50022510000024,大足****务中心,105.717164,29.703631,,0,0,0,0
50022510000025,大足****络会所,105.721006,29.704465,,0,0,0,0
50022510000027,大足****村网吧,105.67746,29.542947,,0,0,0,0
50022510000028,大足****强网城,105.771859,29.567287,,0,0,0,0
50022510000029,大足****界网吧,105.940539,29.684962,,0,0,0,0
50022510000030,大足****兵网吧,105.771859,29.567287,,0,0,0,0
50022410000020,铜梁****会所）,106.054001,29.844955,,0,0,0,0
50022410000021,铜梁****会所）,106.144839,29.851197,,0,0,1,8
50022410000022,铜梁****洪网吧,105.937613,29.577811,,0,0,0,0
50022410000023,铜梁****馨网吧,106.046465,29.867592,,0,0,0,0
50022410000024,铜梁****会所),106.061027,29.836552,,0,0,0,0
50022410000025,铜梁****侠网吧,106.062484,29.849394,,0,0,0,0
50022410000026,铜梁****会所）,106.064912,29.845648,,0,0,0,0
50022410000027,铜梁****龙网吧,106.065808,29.850163,,0,0,0,0
50022410000028,铜梁****乐部）,106.069746,29.846235,,0,0,0,0
50022410000029,铜梁****会所）,106.054294,29.845889,,0,0,1,2
50022410000030,铜梁****锋网吧,106.173411,29.815011,,0,0,0,0
50022410000031,铜梁****宇网吧,105.8845,29.846096,,0,0,0,0
50011710000023,重庆****兴网吧,106.334533,30.086609,,1,4,0,0
50022710000058,璧山****纪网吧,106.231202,29.601653,,0,0,0,0
50022710000059,璧山****络会所,106.239341,29.588766,,0,0,0,0
50022710000060,璧山****方网吧,106.230194,29.730166,,0,0,0,0
50022710000061,璧山****华网吧,106.241535,29.475313,,0,0,0,0
50022710000062,璧山****乙网吧,106.232618,29.567339,,0,0,0,0
50022710000063,璧山****天网吧,106.233088,29.600938,,0,0,0,0
50022710000065,璧山****汇网吧,106.241535,29.475313,,0,0,1,1
50022710000069,璧山****会所）,106.239148,29.601081,,0,0,0,0
50022710000070,璧山****鸿网吧,106.245109,29.478685,,0,0,1,2
50022710000072,璧山****闲会所,106.237197,29.570043,,0,0,0,0
50022710000073,璧山****通网吧,106.234579,29.577964,,0,0,0,0
50022710000074,璧山****代网吧,106.240673,29.605856,,0,0,0,0
50022710000075,璧山****盟网吧,106.237537,29.590961,,0,0,0,0
50022710000076,璧山****达网城,106.237992,29.591384,,0,0,0,0
50022710000077,璧山****会所）,106.238633,29.571339,,0,0,0,0
50022710000078,璧山****海网吧,106.236619,29.562163,,0,0,0,0
50022710000079,璧山****园网吧,106.241638,29.600594,,0,0,0,0
50022810000001,梁平****扬网吧,107.804974,30.676921,,0,0,0,0
50022810000002,梁平****宇网吧,107.658267,30.533746,,0,0,0,0
50022810000003,梁平****点网吧,107.804295,30.678299,,0,0,0,0
50022810000004,梁平****鸟网吧,107.588972,30.54457,,0,0,0,0
50022810000005,梁平****蓝网吧,107.81924,30.721694,,0,0,0,0
50022810000006,梁平****达网吧,107.803052,30.67523,,0,0,0,0
50011710000024,重庆****克网吧,106.460281,29.121155,,0,0,0,0
50011710000026,重庆****趣网吧,106.41246,29.978868,,0,0,0,0
50011710000027,重庆****宇网吧,106.281546,29.983049,,1,47,0,0
50011710000028,重庆****人网吧,106.261661,29.9994,,0,0,0,0
50011710000029,重庆****浪网吧,106.299963,29.972992,,0,0,0,0
50011710000030,重庆****语网吧,106.275626,29.995089,,1,38,0,0
50011710000032,重庆****盛网吧,106.513059,30.071807,,0,0,0,0
50011710000033,重庆****尚网吧,106.240743,30.009391,,0,0,0,0
50011710000034,重庆****网网吧,106.273259,29.986433,,0,0,0,0
50011710000035,重庆****青网吧,106.27393,29.985961,,0,0,0,0
50011710000036,重庆****笔网吧,106.056226,30.108121,,0,0,0,0
50011710000037,重庆****通网吧,106.474161,30.222834,,0,0,0,0
50011810000067,重庆****财网吧,105.902092,29.352519,,0,0,0,0
50011810000068,重庆****光网吧,105.85827,29.018803,,0,0,0,0
50011810000069,永川****西网吧,105.923649,29.363877,,0,0,0,0
50011810000070,重庆****渝网吧,105.908859,29.353706,,0,0,0,0
50011810000071,（加****吧b区,105.893891,29.371944,,0,0,0,0
50011810000072,永川****天网吧,105.940936,29.368495,,0,0,0,0
50011810000073,重庆****门网吧,105.899814,29.353042,,0,0,1,1
50011810000074,重庆****创网吧,105.897725,29.355738,,0,0,0,0
50011810000075,重庆****羽网吧,105.902378,29.344004,,0,0,0,0
50011810000076,永川****腾网吧,105.879997,29.138427,,0,0,0,0
50011810000077,重庆****姐网吧,106.021539,29.386329,,0,0,0,0
50011810000078,重庆****方网吧,105.93285,29.367974,,0,0,0,0
50022710000057,璧山****丰网吧,106.239452,29.551797,,0,0,1,2
50010510000084,江北****风网吧,106.713615,29.619318,,1,74,1,1
50010310000176,渝中****速网吧,106.578065,29.555088,,0,0,1,1
50010310000216,渝中****代网吧,106.518639,29.546487,,0,0,0,0
50010510000144,江北****盛网吧,106.539081,29.572257,,0,0,1,1
50010410000033,大渡****彩网吧,106.469931,29.497262,,0,0,0,0
50010510000135,江北****会所）,106.533407,29.571892,,1,33,0,0
50010810000024,南岸****飞网吧,106.667178,29.541515,,0,0,0,0
50011210000033,渝北****轩网吧,106.63413,29.719101,,0,0,0,0
50010310000092,渝中****手网吧,106.591564,29.565636,,0,0,1,4
50010310000103,渝中****绣网吧,106.517802,29.549689,,0,0,1,47
50010910000132,重庆****口网吧,106.522895,29.819772,,0,0,0,0
50010910000142,北碚****网吧）,106.568118,29.81962,,0,0,0,0
50010510000005,江北****飞网吧,106.532323,29.589646,,1,793,0,0
50010510000012,江北****会所）,106.491582,29.576317,,1,106,1,2
50010910000051,重庆****说网吧,106.430495,29.820836,,0,0,1,2
50010910000059,重庆****会所),106.443842,29.825857,,0,0,0,0
50010710000288,重庆****潮网吧,106.339535,29.307182,,0,0,1,1
